Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
ABHD17B,5.237330047402397,8.572036698430253,105.7341222572884,3.76782888668255e-243,3.2670401002437724e-240,546.7210976175054
NADK2,5.38259690738227,8.7489346040236,105.68128676688333,4.3734244971651e-243,3.6837979314549803e-240,546.5730850438017
CIPC,5.308663043774888,8.322085267167461,105.12253691369772,2.124444486112865e-242,1.739742997085927e-239,545.0034213097006
MICU2,5.230602802135891,9.02054888171572,104.8302935570253,4.871273288008145e-242,3.881351562264004e-239,544.1792273009339
CCAR2,5.704874803870754,9.653003229301698,103.94705372940894,6.062699999114575e-241,4.703538386155178e-238,541.6747438586368
ELP6,5.956972857717833,7.781961840080618,103.88362276888095,7.271846452929622e-241,5.496956545610722e-238,541.494092393446
NELFA,5.740164355097895,8.157730096768349,103.39614238638455,2.9521421408432464e-240,2.1758025613549936e-237,540.102189845489
TRAPPC13,5.370942312489383,8.81233117372397,103.32047003995599,3.6714483452300765e-240,2.6399504552616554e-237,539.8855560141791
MTG2,6.790207015472243,7.631915442273138,103.02883769700445,8.51950501263056e-240,5.980083982794322e-237,539.0492432849841
COA4,5.398164345122507,8.554905295669654,102.34723984691335,6.14692623647878e-239,4.21436121808444e-236,537.0857095240394
ARL14EP,5.226625390667495,8.677513575897224,101.78768048283055,3.142498793222577e-238,2.070982232440115e-235,535.4643197600014
GPATCH11,5.281928034536723,8.468911061000076,101.78565511729772,3.16116144159985e-238,2.070982232440115e-235,535.4584354782733
CYB561A3,6.260815348241355,7.792933949306075,101.12804808533728,2.1744762757134315e-237,1.3936029366153844e-234,533.5419227674867
SZRD1,6.209383832226037,9.389874388158336,101.0273788847388,2.9242636896341585e-237,1.8342599539171198e-234,533.2474795499962
UQCC1,5.465752099333455,8.801680721113078,100.66408679681153,8.537564553790064e-237,5.243665429380935e-234,532.1825551207291
EDRF1,5.399313303117358,9.207647736372945,99.96415345452127,6.796852220317921e-236,4.089346945044747e-233,530.1203967905896
CLUH,5.890474585542777,9.462906408276032,97.33261398245946,1.8776233000800688e-232,1.1070842501932102e-229,522.241638906077
KRBOX4,5.170688580425198,7.875331739360258,97.19511032639625,2.8563763610510888e-232,1.6511535588264147e-229,521.8243831956191
NT5C3B,5.341122020637203,8.641100744839532,96.97625097774471,5.576045300206377e-232,3.1612959902958504e-229,521.1590904940776
SC5D,5.2885361219342215,9.014337636976611,96.87470699122714,7.608921518723793e-232,4.232426703650871e-229,520.8499288432868
ZKSCAN8,5.265153245306047,9.026053330692728,96.80204551901365,9.506129017119947e-232,5.189818325068762e-229,520.6285134507671
DPH7,5.799760962323316,7.901721785431713,96.52266174866806,2.2406576095821486e-231,1.2010332179652967e-228,519.7756920277179
TANGO2,6.804894527352666,7.085885394220492,96.46177094653326,2.7018841147349556e-231,1.4223972426160932e-228,519.5895101696308
ERMARD,5.159357355898244,8.073698621149562,96.3199924564906,4.1795739490542984e-231,2.1617196419661364e-228,519.1555690918067
COLGALT1,6.543698120023874,9.24397322063003,95.98515644269177,1.1738907891187812e-230,5.966805923105309e-228,518.1283178725781
KATNBL1,5.492787255612881,9.188854300564797,95.4982062387321,5.302642393961296e-230,2.6496135663792027e-227,516.6282887804244
ZFAS1,5.231832300433139,8.886145337044496,94.98438631016393,2.623535506883521e-229,1.2890741713072182e-226,515.0375806158223
RITA1,6.750142375674227,7.080190574618153,93.87410709968555,8.539298587782533e-228,4.127001010924866e-225,511.5722253889662
NRDE2,5.244990110384819,8.317232228174337,93.29781925388451,5.285600103686395e-227,2.4788470038366736e-224,509.75818348738414
RHNO1,5.355196186490932,8.24176089996359,93.29712697086939,5.297220624867217e-227,2.4788470038366736e-224,509.7559979364968
WDR45B,5.744164173392023,9.377511903933467,93.1260442960245,9.119086419987966e-227,4.200621667932269e-224,509.2154150787029
MGME1,5.247631197289939,8.781031052165474,92.81179470380435,2.4792451089818338e-226,1.1244711547368223e-223,508.2200021346231
CMSS1,5.2574968334488865,8.672014352328164,92.8028520549631,2.55094083815873e-226,1.1394588916629928e-223,508.1916288512466
MCUR1,5.297308455545556,8.971307621778656,92.47142195600048,7.350965163570782e-226,3.2345343878691073e-223,507.138236664509
TMEM260,5.405560275463051,8.962534485671613,92.29241519436746,1.3038821803243664e-225,5.652904493844507e-223,506.56780884471357
COA7,6.242181973281781,8.054650491892756,92.19962130663731,1.7556478845684523e-225,7.501196418110513e-223,506.2716974490563
NIFK-AS1,5.442471982664273,7.696759958991421,91.09453620167908,6.200699753326253e-224,2.611468991825875e-221,502.72348912016025
SIMC1,5.243391164168409,8.511145103864958,90.70504733367393,2.1988668147890303e-223,9.130252474196534e-221,501.46322877945
BLOC1S5,5.127706081098724,7.708711508841881,90.66844290973071,2.4772977307302246e-223,1.0143501999952465e-220,501.344526491097
GINM1,5.250003827808064,8.864874579582008,90.5482572754544,3.665430417123564e-223,1.4802815633865724e-220,500.9544658298028
UBALD2,7.6125006273304665,8.00958367657687,89.94627001349983,2.6273908222195802e-222,1.046731200403452e-219,498.99335519440183
GID8,5.519337121696193,9.293592444489668,89.74308216974417,5.1220676878651137e-222,2.013382366746019e-219,498.3286342199838
CCDC174,5.135650770226443,8.260552329858134,89.70329209924986,5.838367407139338e-222,2.264748809603616e-219,498.1982967778474
CMTR2,5.249626628642494,8.211500779944279,89.61579244932003,7.78717798123966e-222,2.9814778449990444e-219,497.9114891115724
ELP5,5.5325383100855205,8.164334817226788,89.43762670846061,1.400988032573222e-221,5.29519592157579e-219,497.3266796533951
JADE3,5.409734461470449,9.050529108228554,89.40417659702061,1.5644894314166825e-221,5.83831809210066e-219,497.21676119982936
RMDN1,5.283306540221792,8.850041630212816,89.16528005356597,3.445285439948186e-221,1.2696307506889058e-218,496.4306112775923
SMIM15,5.4295578013664825,8.833160472956815,88.7383528260404,1.4192336691806397e-220,5.165484913717833e-218,495.02075646391137
NUTM2A-AS1,6.054684504903353,8.175331388261869,88.7140825735313,1.5384674038113755e-220,5.531165552654044e-218,494.9404168165427
TMEM254,5.172939335368537,7.896650521045705,88.30243181485467,6.062692719383359e-220,2.153424627230612e-217,493.5746142017318
LAMTOR4,6.622432335714553,7.593977490806317,88.1972805043279,8.61410979407387e-220,3.0232448909415685e-217,493.2247781814535
MVB12B,5.373785510806394,7.924254097618811,87.08032090425331,3.681784380303069e-218,1.2769727684201738e-215,489.4843540974252
ZBTB14,5.2082707398452275,8.26865464070572,87.0703155939735,3.808500011274017e-218,1.3055626608415034e-215,489.45064618018006
COA3,6.147559376939672,7.623318208346447,86.90058744757553,6.765269444006717e-218,2.2924932009053107e-215,488.8782787559445
NSMF,6.355566480796961,8.796165715670552,86.6300645161072,1.6940782698926422e-217,5.675354713034657e-215,487.96384023904346
LINC00667,6.538001943235168,7.97048513619906,86.54301883686438,2.277455622102704e-217,7.544007774742676e-215,487.66903522607
PRIMPOL,5.154910894053543,7.9469940839220605,85.97653832133271,1.573031926486263e-216,5.152728247193502e-214,485.74369207812697
NDUFAF7,5.321036072768756,8.438562485465072,85.92467081963416,1.878615156348475e-216,6.086093782891143e-214,485.5668143027951
RNU6-1026P,6.41051949722141,4.117302053924888,85.40808387335726,1.106835939589211e-215,3.5468076451119055e-213,483.7996997287685
LINC00662,6.191989582221209,7.483535200622239,85.35712372248656,1.3191626028640967e-215,4.1817454510791867e-213,483.62483804169227
RAD51-AS1,7.50610263854903,5.9249564016630165,85.35051759115338,1.3495264622417557e-215,4.2324882588669365e-213,483.60216302327325
VCPKMT,5.236213388561673,7.374696147616017,85.09048560704547,3.3094885691981344e-215,1.0270213948266337e-212,482.7083221674186
GID4,5.250557573784017,8.19098032897984,84.76219546378071,1.030790254554592e-214,3.165492447346242e-212,481.5762077675031
ENKD1,6.2320059172613025,7.064796164563038,84.65329055309587,1.5039682432390779e-214,4.570978121539304e-212,481.1997453659591
AAR2,5.97051240569497,8.262762146816163,83.94350016891322,1.7837294242156917e-213,5.365931342377837e-211,478.7350486804759
SNAI3-AS1,7.495748324232421,5.403027129778526,83.23152157872003,2.173350185342375e-212,6.47197341556349e-210,476.24322402955755
ZSCAN16-AS1,5.366267129003639,6.820393304196044,83.21051605085601,2.340416534965364e-212,6.89978198673139e-210,476.1694076366439
CNIH1,5.515926817446497,9.761601603894444,83.16453996685789,2.752435911380516e-212,8.034115158753365e-210,476.00778085233327
LINC01128,5.974724884122645,7.838042028346624,82.93330559375217,6.2294925539089e-212,1.8005065684489045e-209,475.1936288363015
SPATA17-AS1,6.826170978055582,4.5924616923836865,82.67795688313545,1.5389865530865755e-211,4.404938113742265e-209,474.292124669187
ATRAID,5.349746104224284,8.962669610780095,82.59754857341487,2.0471520685197757e-211,5.803085589618415e-209,474.0077104980259
LINC00847,7.575642104700984,6.109972748020348,82.27668806709264,6.40797697213635e-211,1.7991768487195402e-208,472.8702286018237
ZSWIM8,5.975746089208078,9.008018930239352,82.08844460779126,1.253968434660594e-210,3.487570134172544e-208,472.2009749007131
CAPN15,6.266578275640992,8.470965298725975,82.05848021805686,1.395577776906724e-210,3.845142844952068e-208,472.0943128685824
THAP9-AS1,5.284288782070363,8.104608368046263,81.72646343547856,4.5779431014213314e-210,1.2496513016018728e-207,470.91004083387173
SPIDR,5.327790345139192,9.378343649506613,81.43623978314459,1.2978190196115522e-209,3.510183717171392e-207,469.871193469786
JADE1,5.422216604325396,9.382612138727726,81.39330673372025,1.5145520842456088e-209,4.059137272331345e-207,469.7172255915687
DXO,5.9934327750123675,7.300879810175954,81.26075336313792,2.440973378595259e-209,6.483093349042056e-207,469.2413848879196
ZSCAN32,5.141034736656304,7.875796212653014,81.11492936337092,4.1299998563643664e-209,1.0871118371917669e-206,468.7170769296636
ZSCAN9,5.175689631234538,7.754355450256261,80.7927735564891,1.3238353653468676e-208,3.453804460689469e-206,467.5556814430797
FOXN3-AS1,7.44499174436414,4.5922627406581755,80.6705246342967,2.0619753025497896e-208,5.33237665740968e-206,467.1138471897814
SLX4IP,5.178773364767359,8.14448596884634,80.65270273682691,2.1996907351617096e-208,5.639050657678465e-206,467.0493834350277
CCDC148-AS1,6.661385787041826,4.278790974863822,80.55596911894997,3.1250917401654752e-208,7.942312895846412e-206,466.6992582073263
UBALD1,6.964552226485708,7.1948866664143685,80.3685291093011,6.177859793351767e-208,1.5566622612632773e-205,466.0197193932726
GPATCH2L,5.375698947976485,9.536078527600996,80.2340546832532,1.0082441098200081e-207,2.518986830644378e-205,465.53130054780627
FAM228B,5.257138921247284,7.00267006324627,79.92519861658936,3.1144477360140925e-207,7.715717118103484e-205,464.40665899582626
KNSTRN,5.29691660037496,8.576411200641203,79.82128737204722,4.555760578860447e-207,1.1192364802115403e-204,464.02738673213975
MVB12A,6.435494410070886,7.435960931097054,79.71167379998388,6.807962809865454e-207,1.658723566922673e-204,463.6268088258279
DUS2,5.482955182356947,7.360244427224404,79.45536645261916,1.745005920260832e-206,4.216763896328654e-204,462.68816550991426
NT5C3A,5.456979404580887,9.176970615697385,79.38554301059669,2.2561318464797974e-206,5.407562842769992e-204,462.43197745779463
TOB1-AS1,7.27493131973514,4.594290652400154,79.33383381266657,2.7292641518874233e-206,6.488825521112349e-204,462.24211866925043
SPDL1,5.453063421055112,9.536932084608864,79.32998523897253,2.7682241505686875e-206,6.528801294633239e-204,462.2279834573284
DENND6A,5.508211209703283,9.511126335489312,79.21628346212754,4.2090717624318504e-206,9.848225764147094e-204,461.8100901898345
ASH1L-AS1,5.3545566278903705,6.186884656051005,79.18283326332939,4.7617881910903705e-206,1.1053722650514584e-203,461.68704433500864
RNU6-1279P,8.471623583351139,3.5693612695680943,79.17889613210981,4.8314590118924384e-206,1.1127831494500076e-203,461.6725585420535
LINC00691,6.558025213470028,2.6495664908710315,79.0252813130149,8.519779613181413e-206,1.947066843226366e-203,461.106850496088
PSMG3-AS1,7.653559752460753,6.015242532981787,78.23164910403607,1.6222624487636755e-204,3.678916865538609e-202,458.16802904777694
CKMT2-AS1,6.041561635628535,6.930224529566565,77.69061348677214,1.2281958708816268e-203,2.764003241943606e-201,456.14888366106794
SPATA33,6.0195625259457906,7.1887576510997455,77.58594503748886,1.8196402775691212e-203,4.064001138107217e-201,455.7567771369741
ABHD17C,5.526319559937347,7.783939865847075,77.51428890223073,2.3822055911609948e-203,5.280436318271976e-201,455.48806174835454
RN7SL143P,8.255249248641746,3.406378381397971,77.30554945721327,5.228147716657018e-203,1.1502315136922802e-200,454.70397932219913
SLC35F6,5.9712607385284375,8.520050277115654,77.29289119632078,5.483725293326182e-203,1.1975237435003641e-200,454.65636928041005
METTL25,5.326754712417602,7.392303087030761,77.15358992515972,9.27648575022e-203,2.0108829147223223e-200,454.131960947673
RNU6-38P,8.026659611696276,3.3278142043393966,76.71802870920959,4.826737185701611e-202,1.0386645180413811e-199,452.48667206340576
SDCBP2-AS1,5.7230849098898915,6.57685539958192,76.55266693549706,9.047898828766105e-202,1.932906560658359e-199,451.85980344376924
TMEM259,6.3538203999492815,9.658167890253477,76.51244056646935,1.0544185430611177e-201,2.2363534581284033e-199,451.70712307126865
EEF1GP5,7.4257510644391855,3.9611509297692176,76.46609119677322,1.2578657749817151e-201,2.6487957794454243e-199,451.5311119839229
ZBTB11-AS1,5.670683006526325,6.389964802107244,76.40997451173556,1.5576079640375425e-201,3.2567262686376447e-199,451.317879569275
RNU6-222P,7.7730005148782615,3.2776762761533433,76.36637198340618,1.8391809865554802e-201,3.8183728637071906e-199,451.15210002966353
AGO4,5.271607596049972,8.492942391837351,76.32127433925518,2.1842602507162648e-201,4.503089262333301e-199,450.98054527758984
RNU6-743P,7.98913361573046,3.2927260505121962,76.30695439434568,2.3068850590833117e-201,4.722866557419105e-199,450.9260518504294
RN7SL169P,7.940838728979226,3.266813144699792,76.16734654112749,3.930993265677377e-201,7.992387066581706e-199,450.39429684124997
APOA1-AS,7.2925625842564115,3.179465490695319,76.08449353696177,5.395815395929058e-201,1.0895481759409901e-198,450.07829693600513
RN7SKP292,7.348930976439653,3.1874981213551576,75.93739106926104,9.475736313313594e-201,1.9003685867537283e-198,449.5164786727702
ZBTB21,5.3078197049034035,9.022484816496355,75.87718819875836,1.1934997729256938e-200,2.3774031625420525e-198,449.2862645737666
TUBB8P6,6.884678908160308,2.789909209008517,75.86070482369966,1.2713696854085263e-200,2.515520113793877e-198,449.22320364842716
RN7SL234P,8.244052097566234,3.394185121715197,75.65734209356982,2.775687818148695e-200,5.455336837789445e-198,448.44416660522785
SNHG17,6.9128757922781086,7.941141937591482,75.59671619556977,3.5044533045697024e-200,6.842038931921815e-198,448.2115542060366
USB1,6.1445101282845975,8.494351497422004,75.40820501678616,7.242932391076679e-200,1.404795327771918e-197,447.48718132586595
RN7SL825P,8.065872087117743,3.448344129089767,75.32698452141683,9.907816372297938e-200,1.9091002253053302e-197,447.1745766367132
KMT2B,6.234565594512066,9.269822452771866,75.16913752589537,1.8229977336890394e-199,3.4898568952523744e-197,446.56617292978495
RNU6-589P,7.882677252999855,3.3223689114419104,75.10263272466763,2.357793487065799e-199,4.4845232123991497e-197,446.3094904636618
ENTPD1-AS1,6.049549317507037,7.209181035140209,75.04013457641834,3.0031406334395186e-199,5.675358270155798e-197,446.0680841500866
LINC01003,7.438601714071432,5.629647117951737,75.02605663458931,3.171420973888722e-199,5.95520138415372e-197,446.01368131578823
PBDC1,5.1899296720894466,8.089575998200214,74.77340777970264,8.45030707915055e-199,1.576731031648338e-196,445.035767920867
TBC1D31,5.6205398866832414,8.882357310642021,74.76485175848673,8.735921867290939e-199,1.616174570601521e-196,445.0025982307439
TRMT10B,5.221883362572848,7.52197559777144,74.763810308628,8.7713419251804e-199,1.616174570601521e-196,444.998560538817
VPS9D1,6.8776236044902666,6.8630870677726,74.4159385292499,3.398456441366191e-198,6.222974804218426e-196,443.647006208752
SUPT20H,5.279759162701036,10.107295180798724,74.25661258353828,6.331525250924716e-198,1.1522203452006887e-195,443.0260813823977
MROH6,7.702068045457478,5.910761984639076,74.23952971258382,6.768816621760336e-198,1.224242225927095e-195,442.9594345251372
RNU6-707P,7.265414768476813,3.065142968219075,74.17405325680168,8.7445662147172e-198,1.5719424181468156e-195,442.70385713786243
STRIP2,5.23223314982665,7.553452278045337,74.13205787694214,1.030676818588683e-197,1.84153838114018e-195,442.5398271540114
RNU1-83P,8.285329436742643,3.435062098366145,74.06034643886052,1.3649040897567352e-197,2.4240203295251994e-195,442.2595347499411
RN7SL505P,8.298175606379482,3.5160949003263826,74.05750248075651,1.3801993710795306e-197,2.4365064466344696e-195,442.24841375559294
STX18-AS1,7.077610781968402,6.210000556872876,73.97389414704841,1.9155618746929353e-197,3.3614690254656205e-195,441.92129970318
GSKIP,5.221824780314195,8.399334563711577,73.70259437991446,5.561772256092618e-197,9.702166146856005e-195,440.85754557421546
RNU6-27P,8.404379515118112,3.521038550683571,73.50711935436004,1.2014225325113595e-196,2.0834786871157287e-194,440.0889032411525
MIEF2,7.217186147182574,6.264678172071614,73.45248298526701,1.4904849420605759e-196,2.5696483378296982e-194,439.8737335712875
RNU4-58P,8.405620819062914,3.478953769649489,73.21028436587093,3.8827557566991675e-196,6.655088515305125e-194,438.918162175226
RN7SL181P,8.03498209857823,4.21338935880187,73.05568565164711,7.164752542521213e-196,1.2209483798038605e-193,438.30671668055504
TVP23B,5.376611546056171,8.664802067691188,72.93312848709581,1.165404089320883e-195,1.9745562044407445e-193,437.82116819561634
RN7SL278P,8.447508277343534,3.554615973351883,72.90910306390388,1.2821265129335066e-195,2.1599069558738688e-193,437.7258978441188
RN7SL753P,8.319042253784227,3.5987361423491184,72.8238860437091,1.7991430445069574e-195,3.0136668235857735e-193,437.38775040541304
SMG7-AS1,7.6356930475211975,4.3482768460828956,72.80006213774446,1.978004363709539e-195,3.2945506579955316e-193,437.29315167294243
RNU6-952P,8.470493747866442,3.4937251999420025,72.7160544506969,2.763545738964511e-195,4.577083816315323e-193,436.9593558061953
TMEM243,5.188704690341833,7.8971722275822485,72.67286755172086,3.2823879708404312e-195,5.406037975885293e-193,436.78762205209415
PCAT6,7.269044691095532,4.915379912152058,72.43825524442458,8.371732930155107e-195,1.3711503250772373e-192,435.8530735076991
RNU1-89P,8.275570119907734,3.531960750080076,72.40929789073628,9.399071221568249e-195,1.5309061805693564e-192,435.7375369167161
CT83,8.252332049319312,3.5194665308487996,72.21768054087536,2.0238653895113667e-194,3.2783283268233302e-192,434.97195703177186
RN7SKP48,8.049668017557416,3.6069702098151954,72.21437306208435,2.050869638513583e-194,3.303917366831636e-192,434.95872645485514
PROB1,7.567994417979992,5.385485802180468,72.1283201476792,2.8959397364266834e-194,4.6399564874779924e-192,434.61430614836576
RNU2-50P,7.336573704489339,3.086755364824128,72.07932750134755,3.525134823932291e-194,5.617540526721507e-192,434.41805189167206
RN7SL664P,8.147453622105706,3.6313061049492736,72.03139983824555,4.273225309942766e-194,6.773062116259284e-192,434.2259478127342
ZNF674-AS1,6.979830832006262,6.023656476738554,71.99781403951641,4.89051769199743e-194,7.710018827688568e-192,434.0912605323492
RN7SL464P,8.027110627965232,3.443466596298482,71.98387254151268,5.172333154221841e-194,8.110933708490112e-192,434.03533514626406
RNU6-616P,7.02452431981731,2.901779550477625,71.69578201198456,1.649762035470168e-193,2.573366908343705e-191,432.8774985476921
RPL7P7,5.954684708848193,4.204803928342182,71.68893562940174,1.695954756645335e-193,2.6314969568769013e-191,432.8499321920891
RNU6-16P,7.843891807790554,3.589306201760482,71.6739836312334,1.8013974264035718e-193,2.7804710747541203e-191,432.7897210831966
SLC8B1,5.931159238617814,7.272095541270253,71.63753822652014,2.0867993568135912e-193,3.204215199907369e-191,432.64290968193865
RN7SL130P,7.323667236699711,3.522639423619308,71.62831238443852,2.1659763273025662e-193,3.3085568966428475e-191,432.60573501344123
RNU6-21P,8.458665181448234,3.5741002061763614,71.59045957374782,2.523652183462332e-193,3.835040722714072e-191,432.4531657076913
RNU6-1201P,8.072690624218623,3.6020648767615184,71.57114394349685,2.728424339925057e-193,4.1249578443759285e-191,432.3752843848075
SMIM8,5.55324201847599,7.563152397787841,71.31701071853163,7.628790922496817e-193,1.1474713529904522e-190,431.34885236989174
RN7SL679P,6.919292574874771,2.974595443881333,71.28091895819495,8.830552110010086e-193,1.3214898820061284e-190,431.20281390896685
TRMT10C,5.3239443961637445,8.851008571350697,70.92102103945108,3.811350558044403e-192,5.674869989985205e-190,429.7429241645198
VWA8,5.5151844451323395,9.159725103932203,70.84225773961278,5.253498568924948e-192,7.782833734194793e-190,429.4225452514906
FOXN3-AS2,8.111059837557235,3.502595019564185,70.78216021752259,6.712464614261697e-192,9.894508464652456e-190,429.1778773521853
APMAP,6.346959584834966,9.388158213772346,70.7337420188055,8.178796168420648e-192,1.199597461896563e-189,428.98062302993776
CLHC1,5.275187504249114,7.55157801494188,70.712272287439,8.928016109886273e-192,1.303004172948303e-189,428.893117363593
CARF,5.439573354193528,8.085451806089958,70.58106698372934,1.5261698672172287e-191,2.216404623420252e-189,428.3578385956616
RN7SL494P,8.516161836334154,3.610936037847609,70.52007761787986,1.958709784710351e-191,2.8306236844630318e-189,428.1087174632177
RN7SL359P,7.868664407804299,3.503537259343979,70.4829840012861,2.279918754559804e-191,3.278745600155004e-189,427.95710837909576
MROH1,6.9248959789260445,7.8626523927479335,70.46909605553842,2.4133418691171033e-191,3.4537733807495785e-189,427.9003272216866
TRAM2-AS1,6.917835649967531,5.929076147052533,70.45811243127045,2.5243878753935373e-191,3.595240529201782e-189,427.85541336973944
RNU1-139P,8.545644307043936,3.5549123047052196,70.39772719830552,3.23306977881154e-191,4.582410103324184e-189,427.6083765203873
GGACT,7.157057888530613,5.3232353300738655,70.33808546445826,4.128867843750426e-191,5.824074301512264e-189,427.3641956599916
ABHD17A,7.614451634819137,8.0999174830634,70.32321964082583,4.388518216157521e-191,6.160852644311422e-189,427.303304324564
CDPF1,7.197046738091627,5.782726267556957,70.25970678638824,5.695562056414607e-191,7.957860899770571e-189,427.0430223443046
LAMTOR5,5.250289061329678,8.645083520622814,70.2551874551372,5.802247385457253e-191,8.06868184767289e-189,427.02449367971724
RABL6,5.6597073013853105,9.89843013078,70.24072359933498,6.157349010089341e-191,8.522291369316613e-189,426.96518662476495
RN7SKP37,7.473482033647866,3.345202189391495,70.23334661155535,6.346774522356551e-191,8.743423350167919e-189,426.9349341051383
RNU2-20P,8.49850570868589,3.568869122935898,70.17193045113514,8.16876755698096e-191,1.1201090062667708e-188,426.6829606042991
ZBED3-AS1,6.623406777904226,5.7200294610983216,70.16518559582288,8.398439368123202e-191,1.1462703287575931e-188,426.65527634865794
RPSAP6,6.1138124642291585,4.745207725903373,70.14065639526466,9.289682636792981e-191,1.2620697410843036e-188,426.5545762482866
LINC00926,7.461409907203951,5.1341659079726,70.0506551075387,1.345345859742277e-190,1.819364279406517e-188,426.1848234987987
ZNF112,5.236296934654099,7.509062301370733,69.63860603848,7.370652497639089e-190,9.922109875931416e-188,424.48657772663114
RN7SL394P,8.483979644315985,3.610959345568398,69.5799653031013,9.396002861256349e-190,1.2591070925122654e-187,424.24416535333796
KRT8P39,7.007728049526328,4.586749232254111,69.52570634627916,1.1764449349727976e-189,1.569356250132717e-187,424.0197046975183
COPRS,5.492238335585989,8.102549532951398,69.4290948060219,1.7561905698432442e-189,2.3321736121418323e-187,423.6196522412631
SOCS5P4,6.14822140515254,4.078904417591565,69.40614742112618,1.931665213774917e-189,2.5536960613138267e-187,423.52455816722215
PHYKPL,5.266376049524482,8.272642431033686,69.40096213294113,1.973692347334421e-189,2.597608218382413e-187,423.5030664366828
RN7SL665P,8.445105713069891,3.6668584136861995,69.3168183925405,2.7993210291395403e-189,3.667857033780568e-187,423.1541119057014
POMGNT2,6.616123000302865,6.992795559582361,69.2872060903326,3.1659505957808365e-189,4.129884491779417e-187,423.03121645954417
RNU1-67P,8.258439425176055,3.7135419907099614,69.20405508543755,4.474069486714325e-189,5.810574561137666e-187,422.6858778000289
RNU1-98P,8.594283327353798,3.5757225430563286,69.13278104446852,6.019688575656223e-189,7.783615741180751e-187,422.3895724824606
SMAD1-AS1,6.852541711683864,5.314123808714371,69.0225092177968,9.532090233285284e-189,1.2271421492029847e-186,421.9306080006599
RNU6-1179P,8.582448245881878,3.5736335780395865,68.92566437158463,1.428000069910009e-188,1.830385654826825e-186,421.5269911095709
OXLD1,6.491461348393056,7.075018169870897,68.73056304165681,3.228691538240524e-188,4.120565161855796e-186,420.7123441012295
HMGN3-AS1,5.419422811766478,6.037487685409786,68.67133341809384,4.1377162713460006e-188,5.2579316118772175e-186,420.4646246352838
MKLN1-AS,5.72423035941069,6.096463367589691,68.6279097914028,4.9636006301963894e-188,6.2803394926532084e-186,420.28289115646436
CD81-AS1,7.3647967300957085,4.1072251082768405,68.53183956286162,7.426978531750028e-188,9.357040773270197e-186,419.8804624953219
RNU6-98P,8.507302743402555,3.675988265870148,68.5283285941814,7.537239807262079e-188,9.455547521612482e-186,419.86574593134486
RN7SL230P,7.427637728854364,3.408614077764218,68.4939552251922,8.707369035690006e-188,1.0877201124626146e-185,419.7216313511679
EEF1DP1,7.537895286211049,4.488128929092189,68.45660583946369,1.0186363990615382e-187,1.2671063156427513e-185,419.5649668212086
RAB11B-AS1,5.957325814039329,5.938899805459739,68.43580517866631,1.111674436050136e-187,1.3770283213947084e-185,419.47768421975945
TEX38,6.269290198333258,4.589031085456614,68.2983832174992,1.9815682521573212e-187,2.444293457817991e-185,418.90045078093135
RNU6-826P,8.577479048208653,3.6280263347119974,68.23793247266805,2.5560889419422055e-187,3.139835754058257e-185,418.64620511438824
RNU6-1323P,6.550565631319327,2.7836634813803585,68.22097782942183,2.7453779056206207e-187,3.3583604164150007e-185,418.5748609505772
FAM227B,5.682840775835096,7.357827890060312,68.09011467219074,4.76763592041015e-187,5.80804440370296e-185,418.0236679839197
SMDT1,5.345848337396031,7.68860997724279,67.99905498111565,7.003815797770687e-187,8.497098499344758e-185,417.63957344209786
TBC1D32,5.752525670929174,8.263417932825334,67.97873896069602,7.631805953498776e-187,9.22103570963514e-185,417.5538173713761
ZBED5-AS1,7.452294038345314,5.9448810569065005,67.94238385511377,8.89991896725304e-187,1.0709326982595383e-184,417.4003020765318
LINC00562,6.711334514861827,4.021606803290076,67.93526636520095,9.171904688575045e-187,1.0991744801783777e-184,417.37023883091456
LINC00861,8.626059920414566,3.7455322392750245,67.91913653711465,9.81954607618965e-187,1.1720244448265064e-184,417.3020984732412
KLHL42,5.540823482417899,9.530652029821361,67.89578683642961,1.0839212706698683e-186,1.288511410508806e-184,417.2034324732448
RN7SL630P,7.090916639487094,3.22419954692045,67.8368278165296,1.391219436672748e-186,1.641307499143178e-184,416.9541630101991
EXO5,5.254018732033444,7.531614667828218,67.83672336242601,1.3918349946941912e-186,1.641307499143178e-184,416.9537212248757
BLOC1S4,5.465899189936477,7.186808341697707,67.81844115648413,1.5038929679404824e-186,1.7663852027033212e-184,416.8763879562961
RNU6-44P,8.642456546545422,3.6458580863359424,67.7804085798276,1.7668567253108697e-186,2.067012028527371e-184,416.71545210828674
RAP2C-AS1,5.518670017668911,6.008046342158581,67.72046320266791,2.2781257104650087e-186,2.654601741905886e-184,416.4616296983036
AIRN,6.249905183200789,2.659634113689939,67.56900324396271,4.3335079200105335e-186,5.029769566528761e-184,415.81942891545117
RPL21P8,5.684137089150446,3.885181297648035,67.4325369649646,7.743288987381492e-186,8.95215304458799e-184,415.239713697652
SBF2-AS1,5.298992800901935,7.721192728257522,67.24707836678252,1.7069770169602738e-185,1.9657573998830403e-183,414.4502163718856
HNRNPA3P12,5.72962042373554,4.692068048306198,66.99520980606951,5.0094253385453196e-185,5.7464151130604885e-183,413.3749345567812
AAMDC,5.117965520870076,7.358169386320253,66.9248200364518,6.772225143959294e-185,7.738448429033487e-183,413.0737890130896
